label_id,structure_id,target_name,target_value,target_units,split,doi,ann_prediction_probability,ann_predicted_target_value,latent_space_entropy,source_note
ABAVIJ:1,ABAVIJ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/b404485a,0.94328225,1,0.001704998,doi=10.1039/b404485a; partition=train; ann_probability=0.94328225
AGUTUS:21,AGUTUS_clean,solvent_removal_stability_binary,0,binary,train,10.1002/zaac.200900121,0.10582647,0,0.001727989,doi=10.1002/zaac.200900121; partition=train; ann_probability=0.10582647
AHOBEG:22,AHOBEG_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C5DT02147B,0.91495943,1,0.00169708,doi=10.1039/C5DT02147B; partition=train; ann_probability=0.91495943
AHOKAJ:23,AHOKAJ_clean,solvent_removal_stability_binary,0,binary,train,10.1021/cm0112845,0.10055718,0,0.001735292,doi=10.1021/cm0112845; partition=train; ann_probability=0.10055718
AHOKIR:24,AHOKIR_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cm010651+,0.93908393,1,0.001711853,doi=10.1021/cm010651+; partition=train; ann_probability=0.93908393
AHOKOX:25,AHOKOX_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cm010651+,0.93708503,1,0.001713337,doi=10.1021/cm010651+; partition=train; ann_probability=0.93708503
AJUNOK:26,AJUNOK_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.cgd.5b00681,0.8954273,1,0.001714386,doi=10.1021/acs.cgd.5b00681; partition=train; ann_probability=0.8954273
AKEDIF:27,AKEDIF_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.cgd.6b00354,0.14674845,0,0.001725515,doi=10.1021/acs.cgd.6b00354; partition=train; ann_probability=0.14674845
ALIXOJ:28,ALIXOJ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c001655a,0.9153931,1,0.001713803,doi=10.1039/c001655a; partition=train; ann_probability=0.9153931
ALIXUP:29,ALIXUP_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c001655a,0.93966496,1,0.001697222,doi=10.1039/c001655a; partition=train; ann_probability=0.93966496
AMILOY:30,AMILOY_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0dt00999g,0.9150335,1,0.00172023,doi=10.1039/c0dt00999g; partition=train; ann_probability=0.9150335
AMILUE:31,AMILUE_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0dt00999g,0.9319306,1,0.001717875,doi=10.1039/c0dt00999g; partition=train; ann_probability=0.9319306
AMIMEP:32,AMIMEP_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0dt00999g,0.9304241,1,0.001717587,doi=10.1039/c0dt00999g; partition=train; ann_probability=0.9304241
ANOMUM:33,ANOMUM_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0ce00542h,0.9358156,1,0.001696914,doi=10.1039/c0ce00542h; partition=train; ann_probability=0.9358156
ANONAT:34,ANONAT_manual,solvent_removal_stability_binary,1,binary,train,10.1039/c0ce00542h,0.9310417,1,0.001696015,doi=10.1039/c0ce00542h; partition=train; ann_probability=0.9310417
ANUGEW:35,ANUGEW_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ja107423k,0.09760454,0,0.001737609,doi=10.1021/ja107423k; partition=train; ann_probability=0.09760454
ANUGOG:36,ANUGOG_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ja107423k,0.14034593,0,0.001732908,doi=10.1021/ja107423k; partition=train; ann_probability=0.14034593
AQALOU:37,AQALOU_clean,solvent_removal_stability_binary,1,binary,train,10.1002/zaac.201000378,0.9032541,1,0.00172854,doi=10.1002/zaac.201000378; partition=train; ann_probability=0.9032541
ARAHIM02:38,ARAHIM02_clean,solvent_removal_stability_binary,1,binary,train,10.1021/jacs.6b05345,0.9273752,1,0.001744782,doi=10.1021/jacs.6b05345; partition=train; ann_probability=0.9273752
ARUCOH01:39,ARUCOH01_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.cgd.6b00805,0.09065139,0,0.001709225,doi=10.1021/acs.cgd.6b00805; partition=train; ann_probability=0.09065139
ARUCUN:40,ARUCUN_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.cgd.6b00805,0.07949191,0,0.001709338,doi=10.1021/acs.cgd.6b00805; partition=train; ann_probability=0.07949191
ARUDAU:41,ARUDAU_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.cgd.6b00805,0.08468908,0,0.028021417,doi=10.1021/acs.cgd.6b00805; partition=train; ann_probability=0.08468908
ASACON:42,ASACON_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic9019553,0.09786576,0,0.001731607,doi=10.1021/ic9019553; partition=train; ann_probability=0.09786576
ASADAA:43,ASADAA_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic9019553,0.13742125,0,0.001723593,doi=10.1021/ic9019553; partition=train; ann_probability=0.13742125
ASAJOU:44,ASAJOU_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0dt01497d,0.93539274,1,0.001723518,doi=10.1039/c0dt01497d; partition=train; ann_probability=0.93539274
ASECUY:45,ASECUY_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.cgd.6b00429,0.9151547,1,0.001738799,doi=10.1021/acs.cgd.6b00429; partition=train; ann_probability=0.9151547
ASINAT:46,ASINAT_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.cgd.6b00795,0.11491895,0,0.038663717,doi=10.1021/acs.cgd.6b00795; partition=train; ann_probability=0.11491895
ASINEX:47,ASINEX_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.cgd.6b00795,0.075669914,0,0.001727665,doi=10.1021/acs.cgd.6b00795; partition=train; ann_probability=0.075669914
ASINIB:48,ASINIB_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.cgd.6b00795,0.09967515,0,0.001726905,doi=10.1021/acs.cgd.6b00795; partition=train; ann_probability=0.09967515
ASIVAB:49,ASIVAB_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.inorgchem.6b00278,0.09744924,0,0.001746575,doi=10.1021/acs.inorgchem.6b00278; partition=train; ann_probability=0.09744924
ATIBAG:50,ATIBAG_clean,solvent_removal_stability_binary,1,binary,train,10.1039/b314221c,0.949711,1,0.001680235,doi=10.1039/b314221c; partition=train; ann_probability=0.949711
ATIBIO:51,ATIBIO_clean,solvent_removal_stability_binary,1,binary,train,10.1039/b314221c,0.93084645,1,0.001700092,doi=10.1039/b314221c; partition=train; ann_probability=0.93084645
ATIBOU:52,ATIBOU_clean,solvent_removal_stability_binary,1,binary,train,10.1039/b314221c,0.94994104,1,0.001680273,doi=10.1039/b314221c; partition=train; ann_probability=0.94994104
ATIBUA:53,ATIBUA_clean,solvent_removal_stability_binary,1,binary,train,10.1039/b314221c,0.9501058,1,0.001680139,doi=10.1039/b314221c; partition=train; ann_probability=0.9501058
ATICEL:54,ATICEL_clean,solvent_removal_stability_binary,1,binary,train,10.1039/b314221c,0.94862866,1,0.001680628,doi=10.1039/b314221c; partition=train; ann_probability=0.94862866
ATOGEV:55,ATOGEV_clean,solvent_removal_stability_binary,0,binary,train,10.1002/ejic.200300601,0.12661919,0,0.00171055,doi=10.1002/ejic.200300601; partition=train; ann_probability=0.12661919
ATOWIQ:56,ATOWIQ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1cc12253c,0.9392184,1,0.001705643,doi=10.1039/c1cc12253c; partition=train; ann_probability=0.9392184
ATOWOW:57,ATOWOW_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1cc12253c,0.9395359,1,0.001706163,doi=10.1039/c1cc12253c; partition=train; ann_probability=0.9395359
AVELUJ:58,AVELUJ_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg200242n,0.9384126,1,0.001701657,doi=10.1021/cg200242n; partition=train; ann_probability=0.9384126
AVEMAQ:59,AVEMAQ_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg200242n,0.94405776,1,0.001701698,doi=10.1021/cg200242n; partition=train; ann_probability=0.94405776
AVESAW:60,AVESAW_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic100610t,0.78695285,1,0.035592844,doi=10.1021/ic100610t; partition=train; ann_probability=0.78695285
AVUPIR:61,AVUPIR_SL,solvent_removal_stability_binary,0,binary,train,10.1021/ic1014048,0.1178163,0,0.003990092,doi=10.1021/ic1014048; partition=train; ann_probability=0.1178163
AWAJIT:62,AWAJIT_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C6TA05965A,0.9395806,1,0.00169569,doi=10.1039/C6TA05965A; partition=train; ann_probability=0.9395806
AWAWUR:63,AWAWUR_clean,solvent_removal_stability_binary,0,binary,train,10.1021/cg200043a,0.19333506,0,0.007757159,doi=10.1021/cg200043a; partition=train; ann_probability=0.19333506
AWIBAL:64,AWIBAL_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.cgd.6b00274,0.10609737,0,0.001747233,doi=10.1021/acs.cgd.6b00274; partition=train; ann_probability=0.10609737
AWUPAL:65,AWUPAL_clean,solvent_removal_stability_binary,0,binary,train,10.1021/jacs.6b05626,0.108925074,0,0.002331386,doi=10.1021/jacs.6b05626; partition=train; ann_probability=0.108925074
AXUHAD:66,AXUHAD_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg2006315,0.92922336,1,0.001720691,doi=10.1021/cg2006315; partition=train; ann_probability=0.92922336
AYOQEM:67,AYOQEM_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.cgd.6b01382,0.9365804,1,0.001729107,doi=10.1021/acs.cgd.6b01382; partition=train; ann_probability=0.9365804
AZAVOO:68,AZAVOO_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.inorgchem.5b01900,0.93462753,1,0.001732164,doi=10.1021/acs.inorgchem.5b01900; partition=train; ann_probability=0.93462753
AZAVUU:69,AZAVUU_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.inorgchem.5b01900,0.9151653,1,0.001733512,doi=10.1021/acs.inorgchem.5b01900; partition=train; ann_probability=0.9151653
AZILEA:70,AZILEA_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic035363p,0.91809744,1,0.001745052,doi=10.1021/ic035363p; partition=train; ann_probability=0.91809744
BAKGIF:71,BAKGIF_manual,solvent_removal_stability_binary,1,binary,train,10.1039/c1dt11590a,0.93204534,1,0.001738079,doi=10.1039/c1dt11590a; partition=train; ann_probability=0.93204534
BAKJEE:72,BAKJEE_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1dt10901d,0.92704594,1,0.001710008,doi=10.1039/c1dt10901d; partition=train; ann_probability=0.92704594
BAKJII:73,BAKJII_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1dt10901d,0.86188436,1,0.025456941,doi=10.1039/c1dt10901d; partition=train; ann_probability=0.86188436
BAXFIR01:74,BAXFIR01_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic202626c,0.09622115,0,0.001705099,doi=10.1021/ic202626c; partition=train; ann_probability=0.09622115
BAXFIR02:75,BAXFIR02_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic202626c,0.09563857,0,0.001705028,doi=10.1021/ic202626c; partition=train; ann_probability=0.09563857
BAXFUD:76,BAXFUD_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic202626c,0.13048711,0,0.001708026,doi=10.1021/ic202626c; partition=train; ann_probability=0.13048711
BAXSIE:77,BAXSIE_clean,solvent_removal_stability_binary,1,binary,train,10.1002/chem.201102953,0.9139613,1,0.001736614,doi=10.1002/chem.201102953; partition=train; ann_probability=0.9139613
BEDYEQ:78,BEDYEQ_clean,solvent_removal_stability_binary,1,binary,train,10.1002/anie.201204475,0.9064028,1,0.001750746,doi=10.1002/anie.201204475; partition=train; ann_probability=0.9064028
BEFKUU:79,BEFKUU_clean,solvent_removal_stability_binary,1,binary,train,10.1038/41937,0.92675614,1,0.001669823,doi=10.1038/41937; partition=train; ann_probability=0.92675614
BEFLAB01:80,BEFLAB01_clean,solvent_removal_stability_binary,1,binary,train,10.1038/41937,0.8689164,1,0.043473176,doi=10.1038/41937; partition=train; ann_probability=0.8689164
BEFLEF:81,BEFLEF_clean,solvent_removal_stability_binary,1,binary,train,10.1038/41937,0.82003987,1,0.046089097,doi=10.1038/41937; partition=train; ann_probability=0.82003987
BEFLIJ:82,BEFLIJ_clean,solvent_removal_stability_binary,1,binary,train,10.1038/41937,0.88652325,1,0.0420821,doi=10.1038/41937; partition=train; ann_probability=0.88652325
BEFLUV:83,BEFLUV_clean,solvent_removal_stability_binary,1,binary,train,10.1038/41937,0.8437186,1,0.027073103,doi=10.1038/41937; partition=train; ann_probability=0.8437186
BEFMAC:84,BEFMAC_clean,solvent_removal_stability_binary,1,binary,train,10.1038/41937,0.8651651,1,0.046420905,doi=10.1038/41937; partition=train; ann_probability=0.8651651
BEFMOQ:85,BEFMOQ_clean,solvent_removal_stability_binary,1,binary,train,10.1038/41937,0.8988243,1,0.001656965,doi=10.1038/41937; partition=train; ann_probability=0.8988243
BEFNAD:86,BEFNAD_clean,solvent_removal_stability_binary,1,binary,train,10.1038/41937,0.863994,1,0.040418867,doi=10.1038/41937; partition=train; ann_probability=0.863994
BEFNEH:87,BEFNEH_clean,solvent_removal_stability_binary,1,binary,train,10.1038/41937,0.79787755,1,0.065840465,doi=10.1038/41937; partition=train; ann_probability=0.79787755
BEFNIL:88,BEFNIL_clean,solvent_removal_stability_binary,1,binary,train,10.1038/41937,0.83918965,1,0.043021237,doi=10.1038/41937; partition=train; ann_probability=0.83918965
BEFNUX:89,BEFNUX_clean,solvent_removal_stability_binary,1,binary,train,10.1038/41937,0.8652265,1,0.034596315,doi=10.1038/41937; partition=train; ann_probability=0.8652265
BEJZAS:90,BEJZAS_clean,solvent_removal_stability_binary,0,binary,train,10.1021/cm021330g,0.12515792,0,0.0017464,doi=10.1021/cm021330g; partition=train; ann_probability=0.12515792
BELYIC:91,BELYIC_clean,solvent_removal_stability_binary,1,binary,train,10.1002/zaac.201200269,0.9338002,1,0.001749656,doi=10.1002/zaac.201200269; partition=train; ann_probability=0.9338002
BEPVAV:92,BEPVAV_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c3sc00016h,0.9417707,1,0.001696766,doi=10.1039/c3sc00016h; partition=train; ann_probability=0.9417707
BEPVEZ:93,BEPVEZ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c3sc00016h,0.95033383,1,0.001711918,doi=10.1039/c3sc00016h; partition=train; ann_probability=0.95033383
BETGEO:94,BETGEO_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CE27063G,0.9303241,1,0.001747907,doi=10.1039/C3CE27063G; partition=train; ann_probability=0.9303241
BETGUE:95,BETGUE_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CE27063G,0.92709184,1,0.00171015,doi=10.1039/C3CE27063G; partition=train; ann_probability=0.92709184
BETHEP:96,BETHEP_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CE27063G,0.92954355,1,0.001734618,doi=10.1039/C3CE27063G; partition=train; ann_probability=0.92954355
BETHIT:97,BETHIT_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CE27063G,0.9087126,1,0.001722112,doi=10.1039/C3CE27063G; partition=train; ann_probability=0.9087126
BEXSAA:98,BEXSAA_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CE27023H,0.9449549,1,0.029973585,doi=10.1039/C3CE27023H; partition=train; ann_probability=0.9449549
BEXSEE:99,BEXSEE_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CE27023H,0.92840147,1,0.001710022,doi=10.1039/C3CE27023H; partition=train; ann_probability=0.92840147
BEXSII:100,BEXSII_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CE27023H,0.9051446,1,0.001720601,doi=10.1039/C3CE27023H; partition=train; ann_probability=0.9051446
BEXVEH:101,BEXVEH_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CE27006H,0.92726135,1,0.001710661,doi=10.1039/C3CE27006H; partition=train; ann_probability=0.92726135
BEYKEX:102,BEYKEX_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c3ce26996e,0.9351462,1,0.00174122,doi=10.1039/c3ce26996e; partition=train; ann_probability=0.9351462
BEYSEF:103,BEYSEF_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3SC22207A,0.9305402,1,0.001708147,doi=10.1039/C3SC22207A; partition=train; ann_probability=0.9305402
BICPUA:104,BICPUA_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CC43196G,0.9326987,1,0.001748527,doi=10.1039/C3CC43196G; partition=train; ann_probability=0.9326987
BINROH:105,BINROH_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic401870e,0.9357389,1,0.001708931,doi=10.1021/ic401870e; partition=train; ann_probability=0.9357389
BINRUN:106,BINRUN_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic401870e,0.9152403,1,0.001710076,doi=10.1021/ic401870e; partition=train; ann_probability=0.9152403
BINSAU:107,BINSAU_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic401870e,0.91630685,1,0.001714871,doi=10.1021/ic401870e; partition=train; ann_probability=0.91630685
BIPSUQ:108,BIPSUQ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CC47542E,0.9395217,1,0.001736216,doi=10.1039/C3CC47542E; partition=train; ann_probability=0.9395217
BIRMUM:109,BIRMUM_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CE41971A,0.92134243,1,0.001721141,doi=10.1039/C3CE41971A; partition=train; ann_probability=0.92134243
BIRSEC:110,BIRSEC_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic401912k,0.9401649,1,0.001703204,doi=10.1021/ic401912k; partition=train; ann_probability=0.9401649
BIRSIG:111,BIRSIG_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic401912k,0.9435796,1,0.001702901,doi=10.1021/ic401912k; partition=train; ann_probability=0.9435796
BIYSUZ:112,BIYSUZ_clean,solvent_removal_stability_binary,0,binary,train,10.1039/C4CE00300D,0.09137726,0,0.001742927,doi=10.1039/C4CE00300D; partition=train; ann_probability=0.09137726
BIYTAG:113,BIYTAG_clean,solvent_removal_stability_binary,0,binary,train,10.1039/C4CE00300D,0.12598222,0,0.001735174,doi=10.1039/C4CE00300D; partition=train; ann_probability=0.12598222
BIYVIQ:114,BIYVIQ_clean,solvent_removal_stability_binary,0,binary,train,10.1039/C4CE00300D,0.11510897,0,0.001734394,doi=10.1039/C4CE00300D; partition=train; ann_probability=0.11510897
BIZMEE:115,BIZMEE_clean,solvent_removal_stability_binary,0,binary,train,10.1002/chem.201402255,0.13255206,0,0.001727964,doi=10.1002/chem.201402255; partition=train; ann_probability=0.13255206
BIZMII:116,BIZMII_clean,solvent_removal_stability_binary,0,binary,train,10.1002/chem.201402255,0.12776384,0,0.001728195,doi=10.1002/chem.201402255; partition=train; ann_probability=0.12776384
BOCTEU01:117,BOCTEU01_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ja407654n,0.13742214,0,0.001652833,doi=10.1021/ja407654n; partition=train; ann_probability=0.13742214
BOCTOE:118,BOCTOE_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ja407654n,0.14198437,0,0.001650739,doi=10.1021/ja407654n; partition=train; ann_probability=0.14198437
BOCTOE01:119,BOCTOE01_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ja407654n,0.14089751,0,0.001649167,doi=10.1021/ja407654n; partition=train; ann_probability=0.14089751
BOCTOE02:120,BOCTOE02_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ja407654n,0.13958001,0,0.001647204,doi=10.1021/ja407654n; partition=train; ann_probability=0.13958001
BOCTOE03:121,BOCTOE03_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ja407654n,0.13949499,0,0.001646097,doi=10.1021/ja407654n; partition=train; ann_probability=0.13949499
BOCTOE04:122,BOCTOE04_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ja407654n,0.1329937,0,0.001697942,doi=10.1021/ja407654n; partition=train; ann_probability=0.1329937
BOCTOE05:123,BOCTOE05_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ja407654n,0.12837964,0,0.001697745,doi=10.1021/ja407654n; partition=train; ann_probability=0.12837964
BONWAD:124,BONWAD_clean,solvent_removal_stability_binary,1,binary,train,10.1002/chem.200801948,0.9149995,1,0.001725785,doi=10.1002/chem.200801948; partition=train; ann_probability=0.9149995
BOPHEV:125,BOPHEV_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C4RA05275G,0.93769443,1,0.001708251,doi=10.1039/C4RA05275G; partition=train; ann_probability=0.93769443
BOPHIZ:126,BOPHIZ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C4RA05275G,0.89978826,1,0.001712669,doi=10.1039/C4RA05275G; partition=train; ann_probability=0.89978826
BOPWIO:127,BOPWIO_clean,solvent_removal_stability_binary,1,binary,train,10.1007/s00706-014-1289-3,0.9316292,1,0.001710879,doi=10.1007/s00706-014-1289-3; partition=train; ann_probability=0.9316292
BOTLED:128,BOTLED_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ja5069855,0.9312905,1,0.001719997,doi=10.1021/ja5069855; partition=train; ann_probability=0.9312905
BUCVIG:129,BUCVIG_clean,solvent_removal_stability_binary,0,binary,train,10.1002/ejic.201500069,0.22632036,0,0.013592183,doi=10.1002/ejic.201500069; partition=train; ann_probability=0.22632036
BURQIQ:130,BURQIQ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C5NJ01237F,0.9104534,1,0.001730872,doi=10.1039/C5NJ01237F; partition=train; ann_probability=0.9104534
BUSGIG:131,BUSGIG_clean,solvent_removal_stability_binary,1,binary,train,10.1002/zaac.200900304,0.9246516,1,0.001719246,doi=10.1002/zaac.200900304; partition=train; ann_probability=0.9246516
BUSGOM:132,BUSGOM_clean,solvent_removal_stability_binary,1,binary,train,10.1002/zaac.200900304,0.93386483,1,0.001717662,doi=10.1002/zaac.200900304; partition=train; ann_probability=0.93386483
BUVHEH:133,BUVHEH_clean,solvent_removal_stability_binary,1,binary,train,10.1007/s10904-014-0086-0,0.92484385,1,0.001749892,doi=10.1007/s10904-014-0086-0; partition=train; ann_probability=0.92484385
CAJHUS:134,CAJHUS_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ja206891q,0.94255716,1,0.001668489,doi=10.1021/ja206891q; partition=train; ann_probability=0.94255716
CAKXET:135,CAKXET_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic201013v,0.08655915,0,0.001658024,doi=10.1021/ic201013v; partition=train; ann_probability=0.08655915
CAKXIX:136,CAKXIX_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic201013v,0.084052145,0,0.001655946,doi=10.1021/ic201013v; partition=train; ann_probability=0.084052145
CAKXOD:137,CAKXOD_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic201013v,0.08248252,0,0.001656058,doi=10.1021/ic201013v; partition=train; ann_probability=0.08248252
CAKXUJ:138,CAKXUJ_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic201013v,0.08220494,0,0.001659805,doi=10.1021/ic201013v; partition=train; ann_probability=0.08220494
CAKYAQ:139,CAKYAQ_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic201013v,0.0887146,0,0.00165963,doi=10.1021/ic201013v; partition=train; ann_probability=0.0887146
CAKYEU:140,CAKYEU_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic201013v,0.08550197,0,0.001661592,doi=10.1021/ic201013v; partition=train; ann_probability=0.08550197
CARGEI:141,CARGEI_clean,solvent_removal_stability_binary,1,binary,train,10.1002/anie.200462793,0.921846,1,0.001756248,doi=10.1002/anie.200462793; partition=train; ann_probability=0.921846
